time,seconds_elapsed,yaw,qx,qz,roll,qw,qy,pitch
1779786658814410200,37.84741015625,0.8248602526243662,0.30045732053578583,0.265339940140333,-1.7120459322287023,0.5993384264463698,-0.6929022886776514,-0.007558140153429726
1779786658824493000,37.8574931640625,0.8251956391460595,0.30078179428656615,0.265201214198094,-1.712046897111102,0.5993991243222296,-0.6927620972815379,-0.006866064431593626
1779786658834575000,37.8675751953125,0.8259007978270326,0.30126114751417116,0.2651423353852015,-1.7120069327001188,0.5994413250715025,-0.6925397523790434,-0.006066488878867837
1779786658844658400,37.877658447265624,0.8269770559682835,0.3018998729926912,0.26515921253875,-1.7121468916302789,0.5993759205374208,-0.6923118347721021,-0.005242717325535448
1779786658854740200,37.887740234375,0.8283836445912098,0.3026906143609379,0.2652317226446854,-1.712571874144146,0.5991680421648293,-0.6921186615271611,-0.004418578544060721
1779786658864823300,37.8978232421875,0.8300296932839905,0.303574437898158,0.26536364378128463,-1.7131591334423792,0.598866744654608,-0.6919416862180059,-0.003631071488188764
1779786658874905300,37.9079052734375,0.8318045251992081,0.304472578582524,0.2655680891117196,-1.7138233876540656,0.5985014780326721,-0.6917847184553297,-0.0029773193083272565
1779786658884988000,37.91798779296875,0.8336876968994985,0.3053474861051047,0.2658740081089623,-1.714428362631447,0.5981154153385947,-0.6916155337061515,-0.002499113686443343
1779786658895070000,37.928070068359375,0.8356138687969691,0.306186685916834,0.2662503803003509,-1.7150213392829559,0.5977023817055322,-0.6914566562551565,-0.002184174276900829
1779786658905152800,37.93815283203125,0.8374897664829096,0.3069860548541322,0.26663685151925837,-1.715643341541322,0.5972725922526095,-0.6913247870760303,-0.001956616918525534
1779786658915235800,37.94823583984375,0.8391548417589483,0.30768229893707344,0.2669947407585483,-1.7162343660399968,0.5968676434382086,-0.6912267436384512,-0.0018165940569354153
1779786658925318000,37.95831787109375,0.8405741436399867,0.3082864208636141,0.26728703204356163,-1.7167277368920175,0.5965322015778327,-0.6911341241718116,-0.0016568236371903723
1779786658935400700,37.96840063476562,0.8416371912622173,0.3087497398007108,0.267493125856531,-1.7170751151861932,0.5962957319048078,-0.6910516267708199,-0.0014908159587982263
1779786658945482800,37.97848266601562,0.8423522395331887,0.30908858178119053,0.26760012790505827,-1.7173726893475514,0.5961243686362133,-0.6910066757050913,-0.001316478650181873
1779786658955565600,37.98856567382813,0.8427538486805527,0.30930878940472356,0.26762559075153886,-1.7176374837822712,0.5960030687211165,-0.6910029233022393,-0.0011621560459491838
1779786658965647600,37.99864770507813,0.842898372167742,0.30940013422599627,0.26762068380559495,-1.71756588590652,0.596034932085198,-0.6909364078591842,-0.000991172056118539
1779786658975731000,38.00873095703125,0.8428803408675613,0.3093898189533972,0.2676199431254593,-1.717157649248243,0.5962046083164917,-0.6907948915989989,-0.000821707642192872
1779786658985813000,38.01881298828125,0.8429507172437338,0.3094260726557417,0.2676270421236177,-1.7168598587328896,0.5963249004929374,-0.6906720253070422,-0.0006480784935592468
1779786658995895800,38.02889575195312,0.8430972529933366,0.30951451044532263,0.2676269019718556,-1.7167359613188025,0.5963764101374934,-0.6905880347332433,-0.0004655673161086176
1779786659005977900,38.03897778320312,0.843222125648091,0.3095946562157925,0.26762125602798736,-1.7166010155536586,0.5964349345740728,-0.69050377744655,-0.0002808393792252625
1779786659016061000,38.04906103515625,0.8433430115197679,0.30968040773980643,0.2676063693436219,-1.7164600747487126,0.5965000051842297,-0.690414829236118,-0.00007008194130803058
1779786659026142700,38.05914282226563,0.8435751121894964,0.3098046295852423,0.26762454990263307,-1.7163930430030512,0.5965196465840922,-0.6903350792903836,0.000107866546642937
1779786659036225800,38.069225830078125,0.8439204980022605,0.3099536014764236,0.2676931295314121,-1.7161888538206156,0.5965735470730446,-0.6901950279158241,0.00029930490656398373
1779786659046308900,38.07930883789062,0.8442973648643425,0.3100642051695968,0.26782806908165124,-1.7156737760015244,0.596726635673111,-0.6899607048116355,0.00046545337999699356
1779786659056390700,38.089390625,0.8447184570296841,0.3101564042364629,0.268015206020204,-1.7148826531724648,0.5969704653633022,-0.689635507644418,0.0006428206688370106
1779786659066473700,38.0994736328125,0.8452008660113262,0.31027271832009135,0.26821711764614575,-1.7141444799067338,0.5971857698382285,-0.6893182767888463,0.0008069817049292837
1779786659076555800,38.1095556640625,0.8456609277933038,0.31042189506513373,0.2683654340447296,-1.7137259898800097,0.5972924746879786,-0.689100843132649,0.0009636302149416856
1779786659086638600,38.119638671875,0.8459623748422911,0.31056522190475633,0.26840987428706287,-1.7137337672583195,0.5972693138558939,-0.6890390481533614,0.001092385618930566
1779786659096720600,38.129720703125,0.8461143657920636,0.3106922254795788,0.26836894129497263,-1.71408486012456,0.5971422423147479,-0.6891078666319582,0.0011846074502171375
1779786659106804000,38.13980395507812,0.8461445723365394,0.3107886722060711,0.2682783424870276,-1.7146534437810632,0.5969473353005833,-0.6892685082995333,0.0012173138604782275
1779786659116886000,38.14988598632812,0.8460397817843281,0.3108078080046091,0.2681829757819272,-1.715226968136582,0.5967525148173456,-0.6894657227630729,0.0011447438927775883
1779786659126968800,38.15996875,0.8457501413530849,0.31071152244149364,0.26809232735799077,-1.715623162420882,0.5966289077389583,-0.6896512600060806,0.0009785299477129063
1779786659137052000,38.170052001953124,0.845215696589955,0.31049160691011857,0.2679740060992944,-1.7159202664575186,0.596558918540965,-0.6898568606493665,0.0007256613657936365
1779786659147134000,38.180134033203124,0.8444646622238056,0.31019244394130024,0.26779632087858873,-1.7162995303163284,0.5964813610249986,-0.6901273885530133,0.0004208711118892571
1779786659157216800,38.190216796875,0.8435096807689095,0.30983439980925176,0.2675444155283055,-1.7167551251298245,0.5964054466987582,-0.6904514435541506,0.00012099140931200497
1779786659167298800,38.200298828125,0.8422906272430433,0.3093970565487486,0.2671998681168141,-1.7172711787637747,0.59634593623291,-0.6908323168119465,-0.00016525317618248237
1779786659177381600,38.210381591796875,0.8408245383138853,0.30884405784474267,0.26681655749643607,-1.717703536892366,0.596338277311658,-0.6912344225827194,-0.0005145113096644503
1779786659187463700,38.220463623046875,0.8391227885004491,0.30814370594933627,0.26643893126930734,-1.7178091104341273,0.5964633361642371,-0.6915846515760784,-0.0009373052965112464
1779786659197546800,38.23054663085937,0.8372090000547899,0.30728097840586055,0.26610048939362113,-1.717409249624141,0.5967801800331642,-0.691825449976588,-0.0014317868890288727
1779786659207628800,38.24062890625,0.8351497986178469,0.3063231402002771,0.2657694614121707,-1.7165646298792967,0.597277521428674,-0.6919482077409194,-0.0018775542258310887
1779786659217711600,38.25071166992188,0.8330355961629531,0.30533304075834905,0.26543593788011094,-1.71535496213429,0.5979266267129139,-0.6919533324761764,-0.0022050551678195044
1779786659227793700,38.26079370117188,0.8309938988494749,0.30437014663647627,0.2651202738554102,-1.713800835237794,0.5987091827669606,-0.6918218072920567,-0.0023735727427842833
1779786659237877000,38.270876953125,0.8291635832485516,0.3034988165962051,0.26484535732970566,-1.7120450797411901,0.5995559803850127,-0.6915764872302367,-0.0023925849852815327
1779786659247959800,38.28095971679687,0.8276456037297814,0.3027711557595003,0.2646221509593351,-1.7103119244268974,0.6003695894892316,-0.6912750288164696,-0.0023041831136755655
1779786659258041900,38.29104174804687,0.8265150948864741,0.30223656788197817,0.26444692755754573,-1.708801183157222,0.601069359783269,-0.6909678073189917,-0.0021183482378489197
1779786659268125000,38.301125,0.8257726077435339,0.301900367495832,0.2643144616187894,-1.7075968184929713,0.601623491963871,-0.6906831016750389,-0.001854358763577379
1779786659278206700,38.31120678710938,0.8254840813945706,0.30175118833064896,0.26428391313348115,-1.7065537516286342,0.6020661462098086,-0.6903742004401644,-0.001561240926768965
1779786659288289800,38.321289794921874,0.8257197986743791,0.30180252135431523,0.2643888353222887,-1.705558068544664,0.602429681221352,-0.6899944195873341,-0.0012240487902513068
