time,seconds_elapsed,relativeAltitude,pressure
1779786828659725600,207.6927255859375,0.78741455078125,997.469482421875
1779786829732959700,208.76595971679689,0.7187042236328125,997.4773406982422
1779786830806169900,209.839169921875,0.5865936279296875,997.4932098388672
1779786831879406600,210.9124064941406,0.467681884765625,997.5072479248047
1779786832952617700,211.98561767578124,0.36199951171875,997.5196838378906
1779786834025839900,213.05883984375,0.2430877685546875,997.5340270996094
1779786835099049700,214.1320498046875,0.1294708251953125,997.5473785400391
1779786836172217900,215.2052177734375,0.0290679931640625,997.5593566894531
1779786837245405700,216.27840576171874,-0.076629638671875,997.5719451904297
1779786838318561800,217.35156176757812,-0.1241912841796875,997.5774383544922
1779786839391751000,218.4247509765625,-0.1638336181640625,997.5821685791016
1779786840464978700,219.49797875976563,-0.1638336181640625,997.5821685791016
1779786841538203000,220.57120288085937,-0.14532470703125,997.5798797607422
1779786842611411000,221.64441088867187,-0.1241912841796875,997.5775146484375
1779786843684604700,222.71760473632813,-0.1241912841796875,997.5775146484375
1779786844757828600,223.79082861328126,-0.1294708251953125,997.5779724121094
