time,seconds_elapsed,z,y,x
1779786621011269600,0.04426953125,0.05819965526461601,0.022604111582040787,-0.015175224281847477
1779786621021350700,0.0543505859375,0.024657143279910088,-0.04825328290462494,0.05684730410575867
1779786621031432700,0.0644326171875,0.058105114847421646,-0.11837618052959442,0.15423297882080078
1779786621041514500,0.074514404296875,-0.02671336941421032,-0.17080183327198029,0.24715518951416016
1779786621051595500,0.084595458984375,0.02359267696738243,-0.20307907462120056,0.31787145137786865
1779786621061677600,0.094677490234375,-0.06431134790182114,-0.19766034185886383,0.3211820125579834
1779786621071759400,0.10475927734375,0.045157093554735184,-0.16496019065380096,0.2917135953903198
1779786621081840600,0.114840576171875,-0.029527531936764717,-0.11914636194705963,0.2341560423374176
1779786621091922400,0.12492236328125,0.1032443642616272,-0.10473094135522842,0.20699365437030792
1779786621102004500,0.13500439453125,-0.010045177303254604,-0.10351360589265823,0.17933087050914764
1779786621112085500,0.14508544921875,0.12400929629802704,-0.10964687168598175,0.1702313870191574
1779786621122167600,0.15516748046875,-0.01714489795267582,-0.13874083757400513,0.1727619171142578
1779786621132249600,0.16524951171875,0.11418462544679642,-0.20104655623435974,0.21164380013942719
1779786621142330400,0.175330322265625,-0.04880908504128456,-0.2181379199028015,0.22925236821174622
1779786621152412400,0.185412353515625,0.08584752678871155,-0.17382478713989258,0.2523078918457031
1779786621162494500,0.195494384765625,-0.10394158214330673,-0.11858896166086197,0.23124147951602936
1779786621172575500,0.205575439453125,0.017650632187724113,-0.059732306748628616,0.19721293449401855
1779786621182657500,0.215657470703125,-0.1728561967611313,0.005993976723402739,0.1197383850812912
1779786621192739600,0.225739501953125,-0.014028200879693031,0.0659840777516365,0.06422772258520126
1779786621202820600,0.235820556640625,-0.15874651074409485,0.07797203212976456,-0.007123955991119146
1779786621212902700,0.245902587890625,0.02678261138498783,0.03536491468548775,-0.028021780773997307
1779786621222984400,0.255984375,-0.12387027591466904,-0.019703930243849754,-0.02781059220433235
1779786621233065700,0.266065673828125,0.016631174832582474,-0.03446876257658005,0.026610305532813072
1779786621243147500,0.2761474609375,-0.09755159169435501,-0.020309532061219215,0.07172878086566925
1779786621253229600,0.2862294921875,-0.10655626654624939,-0.004705006722360849,0.10686679184436798
1779786621263310300,0.296310302734375,-0.12559068202972412,-0.017609087750315666,0.13286004960536957
1779786621273392400,0.306392333984375,-0.13419881463050842,-0.05620308592915535,0.139533132314682
1779786621283474400,0.316474365234375,-0.13739673793315887,-0.05174202471971512,0.1188875064253807
1779786621293555500,0.326555419921875,-0.13290318846702576,-0.020476246252655983,0.06806053966283798
1779786621303637500,0.336637451171875,-0.13600337505340576,0.047082025557756424,0.02371118776500225
1779786621313719600,0.346719482421875,-0.14645947515964508,0.1474941223859787,0.003864779369905591
1779786621323800600,0.356800537109375,-0.16213831305503845,0.2354426085948944,-0.009616941213607788
1779786621333882600,0.366882568359375,-0.1680625081062317,0.2659483253955841,-0.018794726580381393
1779786621343964700,0.376964599609375,-0.1512555629014969,0.24168026447296143,-0.006074936594814062
